v0,v1,v2,v3,v4,v5,pattern,label,index
-0.26878,-2.078998,0.234003,-2.777898,-0.607249,-0.087891,2.0,0,109
0.959992,-1.237769,1.129957,-0.386189,-0.540665,-0.082565,2.0,0,110
1.141696,0.070923,0.485027,0.396843,-0.181109,0.711121,2.0,0,111
1.557138,-0.205965,-0.943404,0.881576,-0.00799,0.964141,2.0,0,112
1.421832,0.795811,-1.531082,0.854943,0.290308,1.001428,2.0,0,113
-0.50089,0.031064,-4.240951,0.700467,0.660516,0.295634,2.0,0,114
-0.135099,0.89987,-2.981757,0.67916,0.24503,-0.410159,2.0,0,115
0.960819,-0.971462,-2.259458,-1.347667,-0.002663,-0.692477,2.0,0,116
0.219074,-0.460867,-1.869975,-0.660516,-0.063921,-0.628556,2.0,0,117
1.474571,-0.036309,-0.727026,-1.201181,-0.119852,-0.801675,2.0,0,118
0.290914,0.949059,-0.686089,-1.36631,0.170456,-0.159802,2.0,0,119
0.740283,0.606268,0.189718,-0.055931,-0.050604,-0.745744,2.0,0,120
1.155423,1.464742,3.580032,1.936272,1.222488,0.202416,2.0,0,121
1.155423,1.464742,3.580032,1.936272,1.222488,0.202416,2.0,0,122
0.14207,1.307694,1.749645,1.829737,1.102636,-0.178446,2.0,0,123
0.537339,1.700114,-1.973221,1.683252,0.117188,-0.471417,2.0,0,124
0.537339,1.700114,-1.973221,1.683252,0.117188,-0.471417,2.0,0,125
2.991157,-2.740495,-1.934718,1.267765,-0.372872,-1.246458,2.0,0,126
2.991157,-2.740495,-1.934718,1.267765,-0.372872,-1.246458,2.0,0,127
-0.989044,-3.364014,-0.7512,-0.6472,-0.591269,-1.883004,2.0,0,128
-2.929748,-6.086989,-5.024675,-2.397035,0.609912,-1.933608,2.0,0,129
-2.612825,-15.039225,-27.1641,-10.664144,1.645964,-0.561972,2.0,0,130
13.920502,-12.902936,-15.221772,-15.008104,-7.50272,0.266337,2.0,0,131
22.851309,25.994068,-12.999391,17.431774,-18.42521,-5.132319,2.0,0,132
25.290596,24.116549,-26.188679,9.454972,-5.800826,8.666615,2.0,0,133
21.822302,18.713453,-4.659094,-3.369166,-2.516887,2.173312,2.0,0,134
17.93479,-9.474516,-18.443054,-5.973945,1.174547,-7.93685,2.0,0,135
0.005569,-9.241968,-22.460155,-6.914115,3.912494,-4.506426,2.0,0,136
2.72471,-5.123028,-8.352058,-0.20508,1.576717,-2.551511,2.0,0,137
-1.196334,0.42078,-5.954612,-2.213263,0.484734,-0.841626,2.0,0,138
-0.141806,2.992142,-3.844374,-2.415679,0.860269,-0.282318,2.0,0,139
1.008253,-0.776018,-0.066516,-3.568919,0.061258,-0.380862,2.0,0,140
1.935432,-0.527303,3.103622,-2.51156,-0.002663,-0.476744,2.0,0,141
1.121388,-2.186296,2.659947,-2.897749,0.316941,-0.791022,2.0,0,142
2.07707,-0.497704,1.868642,-2.191956,0.577952,-0.402169,2.0,0,143
0.660405,0.354687,0.7652,-2.170649,0.6472,-0.271664,2.0,0,144
-3.166857,0.559654,3.05026,-1.560736,0.303624,-0.095881,2.0,0,145
-1.130355,0.866321,2.712257,-1.222488,0.149149,-0.090555,2.0,0,146
-1.061233,0.911745,3.018389,-1.488825,-0.082565,0.085228,2.0,0,147
-1.56137,-0.991874,2.915798,-1.424904,-0.127842,0.154476,2.0,0,148
-0.907913,-2.570318,3.1059,-1.576717,-0.335585,0.034624,2.0,0,149
2.034177,1.813401,0.967355,0.186436,-0.279654,0.292971,2.0,0,150
11.119911,-1.82587,-16.390352,-1.723202,-2.239896,-2.239896,2.0,0,151
11.266731,-7.072494,-14.749913,0.66318,-4.881962,-2.239896,2.0,0,152
17.9683,-11.658611,9.951147,5.39333,-15.39163,-0.165129,2.0,0,153
25.319618,-7.446406,-7.253511,-1.499479,6.237618,6.615818,2.0,0,154
25.319618,-7.446406,-7.253511,-1.499479,6.237618,6.615818,2.0,0,155
11.881035,-1.953438,-6.334192,-0.716447,4.216119,4.506426,2.0,0,156
-0.273516,8.018237,-3.8211,-1.59536,-0.157139,1.416914,2.0,0,157
-0.786282,-0.302103,-3.633438,-1.890995,-2.28251,-2.133361,2.0,0,158
0.824597,-6.558143,1.00758,-3.070869,-3.201374,-3.619523,2.0,0,159
5.587082,-7.096975,-3.94528,-2.751264,-3.507662,-5.44127,2.0,0,160
12.899784,-9.455846,1.774047,-2.508897,-3.467711,-6.163044,2.0,0,161
11.288938,-10.774995,3.055121,-4.114911,-3.776662,-5.672984,2.0,0,162
4.990993,-5.002769,2.397617,-2.362412,-2.575481,-4.495773,2.0,0,163
1.857646,-4.219822,3.904217,-2.088084,-0.676497,-3.009611,2.0,0,164
-1.155124,-3.191447,-1.188839,-2.604778,0.058594,-1.922955,2.0,0,165
-0.706919,-3.392218,-2.453347,-2.974987,-0.165129,-0.90821,2.0,0,166
0.862497,-1.855567,-1.72926,-2.940363,-0.410159,-0.194426,2.0,0,167
0.79349,0.410057,-0.853414,-2.849809,-0.495387,0.079901,2.0,0,168
0.79349,0.410057,-0.853414,-2.849809,-0.495387,0.079901,2.0,0,169
1.137843,-0.369803,1.286439,0.037287,-0.660516,-0.804339,2.0,0,170
0.056964,-1.528607,-0.516906,-0.929517,0.22106,-0.559308,2.0,0,171
0.056964,-1.528607,-0.516906,-0.929517,0.22106,-0.559308,2.0,0,172
0.797389,-1.610664,-1.791299,-0.559308,-0.167792,-0.569962,2.0,0,173
0.418021,-1.608162,-1.008625,-0.737754,-0.146486,-0.069248,2.0,0,174
0.910379,-1.404021,-0.839903,-0.894893,-0.050604,0.316941,2.0,0,175
0.570555,-0.88286,-1.259958,-0.596595,0.335585,0.4581,2.0,0,176
0.570555,-0.88286,-1.259958,-0.596595,0.335585,0.4581,2.0,0,177
2.948168,0.795978,-1.695812,0.130505,0.396843,0.492724,2.0,0,178
0.537049,1.240826,-2.925134,-0.00799,0.492724,0.817655,2.0,0,179
0.904828,1.817277,-0.795003,-0.165129,-0.061258,-0.066584,2.0,0,180
2.259618,3.475326,-12.098108,0.577952,4.815378,1.78446,2.0,0,181
9.469601,7.426428,-16.776394,-3.678118,6.778283,-0.343575,2.0,0,182
16.165646,6.535361,-13.697927,-5.350716,4.543714,-11.484463,2.0,0,183
15.981917,-17.219936,8.022117,16.371752,-14.882926,-9.476279,2.0,0,184
21.633572,-10.025433,-13.504019,3.233334,-3.744702,10.514995,2.0,0,185
20.756914,7.676022,2.27174,0.386189,-1.491489,5.142973,2.0,0,186
11.900873,8.638498,0.12747,-1.289072,-0.22106,1.803103,2.0,0,187
7.401429,4.671533,0.054796,-2.2905,-0.412823,-1.235805,2.0,0,188
9.141115,2.644207,2.041372,-0.756398,0.319605,-4.426525,2.0,0,189
16.425247,2.066849,2.496518,-1.025398,-0.090555,-7.494731,2.0,0,190
11.180216,-6.355636,4.819326,-1.246458,0.005327,-6.983363,2.0,0,191
9.878763,0.10203,0.692248,-4.671556,1.941599,-4.73814,2.0,0,192
4.697169,-6.616138,-10.156088,-4.671556,3.851237,-1.012082,2.0,0,193
-1.259515,-1.299208,-11.386616,-3.361176,2.000193,0.87625,2.0,0,194
-3.054745,3.513944,-7.930398,-2.676689,0.306288,1.076003,2.0,0,195
1.446697,4.450929,-1.731201,0.958814,-1.475509,-1.520786,2.0,0,196
3.046397,-0.246743,-3.829713,-0.090555,-1.752499,-1.896321,2.0,0,197
2.241976,-3.230816,3.497099,-0.929517,-2.319798,-2.138688,2.0,0,198
1.021493,-4.183157,5.621573,-1.126607,-0.9162,-1.36631,2.0,0,199
0.262577,-3.150124,0.635475,0.948161,0.042614,-0.508704,2.0,0,200
0.3801,-3.714566,-1.086739,1.803103,0.386189,0.122515,2.0,0,201
0.218518,-2.493285,-3.649424,0.151812,0.348902,1.046705,2.0,0,202
0.218518,-2.493285,-3.649424,0.151812,0.348902,1.046705,2.0,0,203
3.595618,1.259843,-2.940478,3.401127,0.127842,0.894893,2.0,0,204
3.595618,1.259843,-2.940478,3.401127,0.127842,0.894893,2.0,0,205
3.755446,-0.475313,-4.007544,1.821747,0.689814,1.539429,2.0,0,206
0.822502,-0.524604,-8.085489,0.332922,0.68715,1.400934,2.0,0,207
1.740008,-4.531535,-4.360109,-2.857799,0.018644,0.066584,2.0,0,208
2.639832,0.031379,-4.828406,-1.688578,-0.612576,-0.514031,2.0,0,209
2.106922,3.795184,-3.082295,-0.095881,-0.207743,-0.061258,2.0,0,210
2.106922,3.795184,-3.082295,-0.095881,-0.207743,-0.061258,2.0,0,211
1.033078,5.272615,-11.610054,-0.242367,1.890995,1.203844,2.0,0,212
1.92385,3.54017,-11.884132,-0.69514,3.497008,0.308951,2.0,0,213
5.734797,6.545653,-16.089705,-4.479793,5.888717,-3.507662,2.0,0,214
12.563909,-16.767517,-10.238298,-0.89223,-8.091326,-17.687458,2.0,0,215
18.074415,-4.862998,14.403345,18.66225,-7.476087,3.811286,2.0,0,216
24.510246,26.615995,7.213549,0.87625,-1.624657,6.208322,2.0,0,217
4.545143,2.011063,1.036522,-3.979079,-0.324931,-0.210406,2.0,0,218
3.73155,0.022699,2.158868,-1.424904,0.332922,-1.107963,2.0,0,219
3.73155,0.022699,2.158868,-1.424904,0.332922,-1.107963,2.0,0,220
9.985117,0.609998,-3.478859,-0.796348,1.448875,-6.3335,2.0,0,221
9.985117,0.609998,-3.478859,-0.796348,1.448875,-6.3335,2.0,0,222
6.656932,-4.111952,-4.820791,-6.605164,2.756591,-1.278419,2.0,0,223
6.656932,-4.111952,-4.820791,-6.605164,2.756591,-1.278419,2.0,0,224
-1.429699,-3.637772,-5.186822,-2.711313,1.896321,0.636546,2.0,0,225
-2.800403,-1.788262,-2.131287,-0.460763,-0.157139,-0.050604,2.0,0,226
-2.800403,-1.788262,-2.131287,-0.460763,-0.157139,-0.050604,2.0,0,227
-2.800403,-1.788262,-2.131287,-0.460763,-0.157139,-0.050604,2.0,0,228
-0.293161,-3.013309,-2.147471,-1.34234,-0.19709,-0.777705,2.0,0,229
-0.308425,-3.643734,-0.965825,0.002663,-0.412823,-0.940171,2.0,0,230
-0.308425,-3.643734,-0.965825,0.002663,-0.412823,-0.940171,2.0,0,231
-0.242819,-4.087153,-0.322128,0.47408,-0.287644,-0.759061,2.0,0,232
-0.242819,-4.087153,-0.322128,0.47408,-0.287644,-0.759061,2.0,0,233
-4.243976,-0.804211,-4.460848,-2.04547,-0.335585,-0.255684,2.0,0,234
0.054846,-2.225789,-4.378814,-1.550083,-0.19709,-0.522021,2.0,0,235
1.258822,2.45842,-2.490384,1.134597,-0.258347,-0.047941,2.0,0,236
3.471914,3.235271,-6.617086,-0.799012,0.20508,-0.585942,2.0,0,237
3.471914,3.235271,-6.617086,-0.799012,0.20508,-0.585942,2.0,0,238
3.86432,-5.147641,-1.424185,-1.171884,0.069248,0.125179,2.0,0,239
2.506591,1.159056,-2.343268,0.298298,-0.19709,0.660516,2.0,0,240
-0.012882,2.081888,-6.803506,0.615239,1.251785,2.277184,2.0,0,241
1.710988,2.432691,-9.939742,0.585942,2.599452,1.930945,2.0,0,242
6.426364,2.765974,-13.396393,-0.942834,5.952638,-0.868259,2.0,0,243
15.811175,-13.159195,19.463825,16.574167,-18.331993,-8.893001,2.0,0,244
15.811175,-13.159195,19.463825,16.574167,-18.331993,-8.893001,2.0,0,245
21.114126,-10.812906,-10.318981,3.654147,-0.527348,11.820047,2.0,0,246
19.65012,14.592627,-1.944248,1.166557,0.20508,4.671556,2.0,0,247
9.34519,10.722908,-6.734244,-0.862933,0.111862,0.351565,2.0,0,248
7.961391,2.600981,-2.640711,-2.01351,-1.624657,-4.293356,2.0,0,249
12.070579,0.355034,1.690585,-1.243795,-1.853707,-7.081908,2.0,0,250
11.04557,-4.248199,2.39414,-3.773999,-1.483499,-6.794263,2.0,0,251
9.853776,-0.104615,-1.752325,-7.862276,1.315706,-4.684872,2.0,0,252
5.880591,-7.02098,-10.248571,-6.059173,2.924383,-0.777705,2.0,0,253
-0.876716,-3.678117,-8.493241,-2.189292,1.946925,0.101208,2.0,0,254
-1.703538,-0.930133,-9.696192,-1.576717,0.415486,-0.396843,2.0,0,255
0.39687,-1.750742,-7.308385,-1.209171,-0.881576,-1.79245,2.0,0,256
1.499821,-5.933529,-1.659661,-0.849616,-1.179874,-2.277184,2.0,0,257
1.452985,-7.774904,2.948459,-0.431466,-1.070676,-0.532675,2.0,0,258
1.071811,-0.796961,-0.32238,0.791022,-0.721774,0.077238,2.0,0,259
0.464981,-3.928844,-0.070658,2.567491,-0.540665,0.324931,2.0,0,260
1.080125,-4.260089,-1.095171,1.701895,0.077238,0.70313,2.0,0,261
1.369003,-1.390008,-3.592316,2.46362,0.41815,0.918864,2.0,0,262
0.332824,-2.91159,-3.844806,1.528776,0.03196,0.756398,2.0,0,263
1.212776,-3.675853,-3.206779,1.091983,-0.090555,0.22106,2.0,0,264
0.775373,-2.745092,-3.601887,0.764388,0.010653,0.263674,2.0,0,265
0.791348,-1.941518,-4.01051,0.828309,0.010653,0.255684,2.0,0,266
0.545375,-3.969329,-1.92432,0.612576,0.0,0.276991,2.0,0,267
-0.189566,-3.153116,-2.344761,0.370209,0.01598,0.439456,2.0,0,268
-0.189566,-3.153116,-2.344761,0.370209,0.01598,0.439456,2.0,0,269
0.549555,-0.035278,-0.43464,-0.03196,-0.111862,-0.055931,3.0,1,270
-0.035705,1.413111,0.182184,-0.037287,-0.061258,0.351565,3.0,1,271
-0.035705,1.413111,0.182184,-0.037287,-0.061258,0.351565,3.0,1,272
2.668553,-0.037306,-0.124005,-0.109198,-0.02397,-0.399506,3.0,1,273
5.940528,2.477463,10.75613,-1.701895,1.675261,-1.757826,3.0,1,274
5.940528,2.477463,10.75613,-1.701895,1.675261,-1.757826,3.0,1,275
2.982552,-6.797439,8.565487,1.462192,1.608677,-1.757826,3.0,1,276
-7.410008,-0.236577,-10.288356,-1.885668,0.159802,-0.591269,3.0,1,277
2.505232,-3.95441,1.166181,-1.217161,1.193191,-0.732428,3.0,1,278
14.012177,-11.250042,11.665179,1.254448,1.510132,-1.110626,3.0,1,279
8.058047,-10.325438,1.060145,3.222681,1.962906,-1.15324,3.0,1,280
0.629891,-0.209779,-4.567876,3.132126,2.612768,-0.013317,3.0,1,281
0.629891,-0.209779,-4.567876,3.132126,2.612768,-0.013317,3.0,1,282
19.687586,-5.04346,-19.243673,-11.844018,11.836027,3.965762,3.0,1,283
27.043537,-22.904985,2.536095,-13.593854,-13.972053,-17.240011,3.0,1,284
27.043537,-22.904985,2.536095,-13.593854,-13.972053,-17.240011,3.0,1,285
12.479881,-13.191478,17.459326,-9.577488,-0.881576,-1.283746,3.0,1,286
5.333776,-1.779845,4.255217,-1.070676,0.154476,2.01351,3.0,1,287
-1.966526,6.071662,1.376025,-0.985448,0.841626,1.590033,3.0,1,288
2.473356,5.616852,-1.060326,-1.177211,0.889566,0.862933,3.0,1,289
4.964482,3.645857,5.619528,0.101208,-0.852279,-1.720539,3.0,1,290
12.299543,2.882563,6.107485,3.880534,-0.133169,-0.316941,3.0,1,291
-1.973362,6.51731,2.500127,2.040144,0.19709,1.621994,3.0,1,292
-6.924958,6.226286,-2.322169,1.693905,0.572625,2.309144,3.0,1,293
-5.029326,1.012252,-0.505347,1.273092,1.102636,3.153433,3.0,1,294
14.258101,-13.78879,9.592943,2.365075,1.134597,1.723202,3.0,1,295
7.497496,-2.944848,-3.732266,0.545991,0.090555,1.568726,3.0,1,296
5.50478,0.613884,-6.774691,2.162659,0.218397,1.09731,3.0,1,297
5.404629,2.974427,-2.060049,2.857799,0.508704,0.732428,3.0,1,298
1.74483,2.550124,0.279726,0.793685,-0.01598,0.173119,3.0,1,299
1.237111,2.993487,0.098014,0.308951,-0.082565,0.250357,2.0,0,300
12.376715,-3.192519,-14.861679,-3.286602,-2.05346,-2.623422,2.0,0,301
16.922377,-13.575447,13.151526,0.948161,-14.328944,-3.121473,2.0,0,302
25.915552,10.976219,4.676514,13.78029,-6.011232,11.870651,2.0,0,303
24.995447,2.917284,-5.686113,2.982977,-1.475509,10.608212,2.0,0,304
14.274517,3.625111,-5.682294,0.41815,1.997529,5.174933,2.0,0,305
-0.828064,5.723058,-0.167581,-0.519358,-0.548655,1.046705,2.0,0,306
-2.403601,0.197503,-1.780027,0.042614,-0.716447,-2.138688,2.0,0,307
0.011671,-4.005416,-2.126938,1.131933,-1.861697,-3.784653,2.0,0,308
0.969702,-5.019351,-0.231082,0.378199,-2.245223,-4.466476,2.0,0,309
0.969702,-5.019351,-0.231082,0.378199,-2.245223,-4.466476,2.0,0,310
6.071813,-7.101116,1.133833,-1.576717,-3.188057,-4.615624,2.0,0,311
5.426738,-5.117873,2.686476,-2.210599,-3.049562,-3.36384,2.0,0,312
1.368364,-2.695169,2.879402,-1.246458,-2.064114,-3.238661,2.0,0,313
1.368364,-2.695169,2.879402,-1.246458,-2.064114,-3.238661,2.0,0,314
-1.155257,0.371783,1.540371,-1.827074,-1.076003,-2.892423,2.0,0,315
-1.665216,0.613846,-1.148839,-2.383719,-1.368974,-2.884433,2.0,0,316
2.335729,-0.706975,-2.263274,-4.602308,-1.598024,-2.607442,2.0,0,317
0.68,-1.176282,2.406266,-1.222488,-0.846953,-1.38229,2.0,0,318
-1.046964,0.466028,2.193665,-2.777898,-0.279654,-0.43413,2.0,0,319
0.637045,-2.742133,-0.016924,-2.423669,-0.591269,-0.165129,2.0,0,320
-0.015419,-2.388938,-0.734557,0.03196,-0.274327,0.415486,2.0,0,321
0.119404,-0.861861,-0.706728,0.732428,-0.053267,0.740418,2.0,0,322
0.902223,-0.677083,-1.390161,2.026827,0.386189,0.561972,2.0,0,323
0.404811,2.12755,-1.527206,2.775234,0.780368,0.492724,2.0,0,324
0.473511,-2.012064,-2.355966,0.053267,0.311615,0.348902,2.0,0,325
0.368851,-2.50242,-1.472339,-0.92419,0.697804,-0.074574,2.0,0,326
0.356722,2.679866,-3.169128,-2.484927,0.65519,-0.026634,2.0,0,327
0.705312,1.918797,-1.601905,-0.476744,-0.061258,-0.322268,2.0,0,328
0.95809,-1.282917,-2.339128,-1.771143,-0.354229,-0.559308,2.0,0,329
0.152907,0.742282,0.226933,-0.077238,0.010653,-0.095881,3.0,1,330
0.825392,1.058079,1.444629,-0.210406,1.060022,-0.836299,3.0,1,331
5.205694,-1.00664,0.331532,-0.292971,0.90821,-1.305053,3.0,1,332
4.182094,0.12227,-1.30776,0.67117,1.257112,-1.680588,3.0,1,333
1.381558,-3.374297,1.223578,0.460763,0.615239,-1.621994,3.0,1,334
-1.255493,-2.597908,-2.530257,1.030725,0.865596,-1.749836,3.0,1,335
-4.127642,-1.806028,-5.046678,-0.633883,0.069248,-1.289072,3.0,1,336
-4.127642,-1.806028,-5.046678,-0.633883,0.069248,-1.289072,3.0,1,337
